1.0E-5;0.0
1.0625E-5;0.0
1.125E-5;0.0
1.1875E-5;0.0
1.25E-5;0.0
1.375E-5;0.0
1.5E-5;0.0
1.625E-5;0.0
1.75E-5;0.0
1.875E-5;0.0
2.0E-5;0.0
2.1875E-5;0.0
2.375E-5;0.0
2.5625E-5;0.0
2.75E-5;0.0
2.9375E-5;0.0
3.125E-5;0.0
3.3125E-5;0.0
3.5E-5;0.0
3.875E-5;0.0
4.25E-5;0.0
4.625E-5;0.0
5.0E-5;0.0
5.3125E-5;0.0
5.625E-5;0.0
5.9375E-5;0.0
6.25E-5;0.0
6.875E-5;0.0
7.5E-5;0.0
8.125E-5;0.0
8.75E-5;0.0
9.375E-5;0.0
1.0E-4;0.0
1.0625E-4;0.0
1.125E-4;0.0
1.1875E-4;0.0
1.25E-4;0.0
1.375E-4;0.0
1.5E-4;0.0
1.625E-4;0.0
1.75E-4;0.0
1.875E-4;0.0
2.0E-4;0.0
2.1875E-4;0.0
2.375E-4;0.0
2.5625E-4;0.0
2.75E-4;0.0
2.9375E-4;0.0
3.125E-4;0.0
3.3125E-4;0.0
3.5E-4;0.0
3.875E-4;0.0
4.25E-4;0.0
4.555488E-4;0.0
4.55549E-4;0.0
4.625E-4;0.0
5.0E-4;0.0
5.3125E-4;0.0
5.625E-4;0.0
5.9375E-4;0.0
6.25E-4;0.0
6.875E-4;0.0
7.5E-4;0.0
8.125E-4;0.0
8.75E-4;0.0
9.375E-4;0.0
0.001;0.0
0.0010625;0.0
0.001125;0.0
0.0011875;0.0
0.00125;0.0
0.001375;0.0
0.0015;0.0
0.001625;0.0
0.00175;0.0
0.001822195;0.0
0.001822197;7.394727
0.001875;7.18648
0.002;6.737325
0.0021875;6.15984
0.002375;5.673537
0.0025625;5.2584
0.00275;4.899873
0.0029375;4.587115
0.003125;4.311888
0.0033125;4.067819
0.0035;3.8499
0.003875;3.477329
0.004099939;3.286549
0.004099941;3.286547
0.00425;3.170506
0.004515511;2.984081
0.004515513;3.331187
0.004625;3.252329
0.00497106;3.025918
0.004971062;4.821734
0.005;4.793828
0.0053125;4.511838
0.005625;4.26118
0.0059375;4.036908
0.00625;3.835062
0.006337706;3.78199
0.006337708;4.192849
0.006875;3.865171
0.007288781;3.645747
0.007288783;4.526682
0.0075;4.3992
0.008125;4.0608
0.008615451;3.829631
0.008615453;4.591872
0.00875;4.521264
0.009375;4.219846
0.01;3.956106
0.010625;3.723394
0.01125;3.516539
0.01138871;3.473709
0.01138873;3.473703
0.01180428;3.351417
0.0118043;3.505454
0.011875;3.484584
0.0125;3.310354
0.01354653;3.054615
0.01354655;4.041785
0.01375;3.981981
0.01400207;3.910296
0.01400209;3.910291
0.015;3.650149
0.01536872;3.562576
0.01536874;5.170426
0.01590422;4.996342
0.01590424;5.281365
0.01625;5.168991
0.01639975;5.121791
0.01639977;5.362697
0.0175;5.025542
0.01764647;4.983829
0.01764649;4.983823
0.01806204;4.869162
0.01806206;4.907669
0.01851759;4.786941
0.01851761;5.008652
0.01875;4.946574
0.01988423;4.664413
0.01988425;4.730033
0.02;4.702658
0.02083531;4.514123
0.02083533;5.484886
0.02091526;5.463924
0.02091528;5.5242
0.021325;5.418063
0.02216198;5.213442
0.022162;5.377434
0.02232189;5.338916
0.02232191;5.338911
0.02265;5.261576
0.023975;4.97079
0.02493525;4.779367
0.02493527;4.779363
0.0253;4.710462
0.02535082;4.70102
0.02535084;4.744462
0.0268374;4.48166
0.02683742;4.599764
0.02684375;4.598679
0.0283875;4.348597
0.02915512;4.234104
0.02915514;4.324946
0.02945076;4.281533
0.02945078;4.381935
0.02993125;4.311594
0.02994629;4.309429
0.02994631;4.829403
0.031475;4.594847
0.03160857;4.57543
0.03160859;4.604963
0.03206412;4.539541
0.03206414;4.712286
0.03343077;4.519651
0.03343079;4.57309
0.03367063;4.540515
0.03367065;4.566891
0.0344618;4.462048
0.03446182;4.487346
0.0345625;4.474274
0.03570851;4.330679
0.03570853;4.473026
0.03586842;4.453087
0.03586844;4.453085
0.03689945;4.328661
0.03689947;4.328658
0.03765;4.242369
0.03889736;4.106325
0.03889738;4.146904
0.04038393;3.994255
0.04038395;4.051048
0.0406396;4.025564
0.04063962;4.175248
0.0407375;4.165216
0.04109515;4.128967
0.04109517;4.128965
0.04141496;4.097082
0.04141498;4.151273
0.04246179;4.048932
0.04246181;4.324787
0.04270166;4.300496
0.04270168;4.57345
0.0429973;4.542006
0.04299732;4.643045
0.043825;4.555357
0.04473954;4.462239
0.04473956;4.462237
0.04555488;4.382374
0.0455549;4.422635
0.0469125;4.294649
0.04721717;4.266937
0.04721719;4.281036
0.04792838;4.217512
0.0479284;4.436741
0.04800833;4.429354
0.04800835;4.456668
0.05;4.279146
0.05007039;4.27313
0.05007041;4.285721
0.053125;4.0393
0.05393047;3.978971
0.05393049;4.131209
0.0549615;4.053712
0.05496152;4.085176
0.05512141;4.073326
0.05512143;4.402868
0.05625;4.314532
0.05828607;4.163815
0.05828609;4.163813
0.05870164;4.134338
0.05870166;4.14353
0.05910142;4.115503
0.05910144;4.315005
0.059375;4.295124
0.05963692;4.27626
0.05963694;4.478642
0.0625;4.27348
0.06280158;4.252958
0.0628016;4.301045
0.06296149;4.290122
0.06296151;4.290121
0.06361693;4.245922
0.06361695;4.253725
0.06559903;4.125198
0.06559905;4.202343
0.06875;4.009741
0.06979473;3.949721
0.06979475;4.091154
0.07011454;4.072495
0.07011456;4.221066
0.07407038;3.995635
0.0740704;4.029299
0.075;3.979357
0.07698775;3.876614
0.07698777;3.9744
0.08102354;3.776436
0.08102356;3.804389
0.08125;3.793786
0.08150327;3.781997
0.08150329;3.886708
0.08579472;3.692296
